starttime	seconds	ctime	dtime	ttime	wait
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	5
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	5
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	4
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	4
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	5
Thu Nov 30 15:31:06 2023	1701347466	2	5	6	4
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	4
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	4
Thu Nov 30 15:31:06 2023	1701347466	0	6	6	6
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	4
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	4
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	4
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	5
Thu Nov 30 15:31:06 2023	1701347466	1	5	6	5
Thu Nov 30 15:31:06 2023	1701347466	2	4	6	4
Thu Nov 30 15:31:06 2023	1701347466	2	5	6	4
Thu Nov 30 15:31:06 2023	1701347466	2	5	6	4
Thu Nov 30 15:31:06 2023	1701347466	0	6	6	6
Thu Nov 30 15:31:06 2023	1701347466	0	6	6	6
Thu Nov 30 15:31:06 2023	1701347466	1	5	7	5
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	6
Thu Nov 30 15:31:06 2023	1701347466	1	5	7	4
Thu Nov 30 15:31:06 2023	1701347466	1	6	7	5
Thu Nov 30 15:31:06 2023	1701347466	1	5	7	4
Thu Nov 30 15:31:06 2023	1701347466	2	5	7	4
Thu Nov 30 15:31:06 2023	1701347466	1	6	7	5
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	7
Thu Nov 30 15:31:06 2023	1701347466	1	6	7	5
Thu Nov 30 15:31:06 2023	1701347466	2	5	7	4
Thu Nov 30 15:31:06 2023	1701347466	1	6	7	5
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	6
Thu Nov 30 15:31:06 2023	1701347466	2	5	7	4
Thu Nov 30 15:31:06 2023	1701347466	2	5	7	4
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	6
Thu Nov 30 15:31:06 2023	1701347466	3	4	7	3
Thu Nov 30 15:31:06 2023	1701347466	2	5	7	4
Thu Nov 30 15:31:06 2023	1701347466	1	6	7	5
Thu Nov 30 15:31:06 2023	1701347466	2	5	7	4
Thu Nov 30 15:31:06 2023	1701347466	2	5	7	5
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	6
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	7
Thu Nov 30 15:31:06 2023	1701347466	2	5	7	5
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	7
Thu Nov 30 15:31:06 2023	1701347466	2	6	7	4
Thu Nov 30 15:31:06 2023	1701347466	1	6	7	5
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	6
Thu Nov 30 15:31:06 2023	1701347466	1	6	7	6
Thu Nov 30 15:31:06 2023	1701347466	2	5	7	4
Thu Nov 30 15:31:06 2023	1701347466	2	6	7	4
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	7
Thu Nov 30 15:31:06 2023	1701347466	4	3	7	3
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	7
Thu Nov 30 15:31:06 2023	1701347466	2	6	7	5
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	7
Thu Nov 30 15:31:06 2023	1701347466	2	6	7	5
Thu Nov 30 15:31:06 2023	1701347466	0	7	7	7
Thu Nov 30 15:31:06 2023	1701347466	1	6	7	6
Thu Nov 30 15:31:06 2023	1701347466	4	3	8	3
Thu Nov 30 15:31:06 2023	1701347466	0	7	8	7
Thu Nov 30 15:31:06 2023	1701347466	2	6	8	6
Thu Nov 30 15:31:06 2023	1701347466	2	6	8	6
Thu Nov 30 15:31:06 2023	1701347466	2	6	8	6
Thu Nov 30 15:31:06 2023	1701347466	1	7	8	6
Thu Nov 30 15:31:06 2023	1701347466	1	7	8	7
Thu Nov 30 15:31:06 2023	1701347466	1	7	8	7
Thu Nov 30 15:31:06 2023	1701347466	1	6	8	6
Thu Nov 30 15:31:06 2023	1701347466	1	6	8	6
Thu Nov 30 15:31:06 2023	1701347466	1	7	8	6
Thu Nov 30 15:31:06 2023	1701347466	1	7	8	6
Thu Nov 30 15:31:06 2023	1701347466	1	6	8	6
Thu Nov 30 15:31:06 2023	1701347466	1	7	8	6
Thu Nov 30 15:31:06 2023	1701347466	2	6	8	5
Thu Nov 30 15:31:06 2023	1701347466	1	6	8	6
Thu Nov 30 15:31:06 2023	1701347466	2	6	8	5
Thu Nov 30 15:31:06 2023	1701347466	1	7	8	7
Thu Nov 30 15:31:06 2023	1701347466	1	7	8	7
Thu Nov 30 15:31:06 2023	1701347466	3	4	8	4
Thu Nov 30 15:31:06 2023	1701347466	0	8	8	8
Thu Nov 30 15:31:06 2023	1701347466	4	4	8	3
Thu Nov 30 15:31:06 2023	1701347466	2	6	8	6
Thu Nov 30 15:31:06 2023	1701347466	0	8	8	8
Thu Nov 30 15:31:06 2023	1701347466	0	8	8	8
Thu Nov 30 15:31:06 2023	1701347466	4	4	8	3
Thu Nov 30 15:31:06 2023	1701347466	0	8	8	8
Thu Nov 30 15:31:06 2023	1701347466	2	6	8	6
Thu Nov 30 15:31:06 2023	1701347466	1	7	8	7
Thu Nov 30 15:31:06 2023	1701347466	4	4	8	3
Thu Nov 30 15:31:06 2023	1701347466	1	7	8	7
Thu Nov 30 15:31:06 2023	1701347466	0	8	8	8
Thu Nov 30 15:31:06 2023	1701347466	0	8	8	8
Thu Nov 30 15:31:06 2023	1701347466	1	7	8	7
Thu Nov 30 15:31:06 2023	1701347466	4	4	8	4
Thu Nov 30 15:31:06 2023	1701347466	4	4	8	3
Thu Nov 30 15:31:06 2023	1701347466	0	8	8	8
Thu Nov 30 15:31:06 2023	1701347466	2	7	8	6
Thu Nov 30 15:31:06 2023	1701347466	2	7	8	6
Thu Nov 30 15:31:06 2023	1701347466	0	8	8	8
Thu Nov 30 15:31:06 2023	1701347466	4	4	8	4
Thu Nov 30 15:31:06 2023	1701347466	0	8	8	8
Thu Nov 30 15:31:06 2023	1701347466	4	4	8	4
Thu Nov 30 15:31:06 2023	1701347466	4	4	8	4
Thu Nov 30 15:31:06 2023	1701347466	4	4	8	4
Thu Nov 30 15:31:06 2023	1701347466	2	6	8	6
Thu Nov 30 15:31:06 2023	1701347466	4	5	9	4
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	4	4	9	4
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	4	5	9	4
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	7
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	5
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	6
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	5
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	3	6	9	6
Thu Nov 30 15:31:06 2023	1701347466	1	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	3	7	9	7
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	3	6	9	6
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	1	8	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	9	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	9	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	3	7	10	7
Thu Nov 30 15:31:06 2023	1701347466	3	6	10	6
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	3	6	10	6
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	8	10	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	8	10	8
Thu Nov 30 15:31:06 2023	1701347466	0	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	8	10	8
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	8
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	4	6	10	6
Thu Nov 30 15:31:06 2023	1701347466	0	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	8
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	3	7	10	7
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	3	7	10	7
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	8
Thu Nov 30 15:31:06 2023	1701347466	3	7	10	7
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	8
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	3	7	10	7
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	8
Thu Nov 30 15:31:06 2023	1701347466	4	7	10	6
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	3	7	10	7
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	4	7	10	6
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	7
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	4	7	10	7
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	1	9	10	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	3	7	10	7
Thu Nov 30 15:31:06 2023	1701347466	1	10	10	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	10	10
Thu Nov 30 15:31:06 2023	1701347466	4	7	11	7
Thu Nov 30 15:31:06 2023	1701347466	4	7	11	7
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	3	7	11	7
Thu Nov 30 15:31:06 2023	1701347466	1	9	11	9
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	9	11	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	8
Thu Nov 30 15:31:06 2023	1701347466	1	9	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	0	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	9	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	3	7	11	7
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	4	7	11	7
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	4	7	11	7
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	3	8	11	7
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	4	7	11	4
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	11	11	10
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	2	9	11	6
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	2	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	2	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	0	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	11	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	11	11	10
Thu Nov 30 15:31:06 2023	1701347466	2	10	11	9
Thu Nov 30 15:31:06 2023	1701347466	1	11	11	11
Thu Nov 30 15:31:06 2023	1701347466	1	11	11	10
Thu Nov 30 15:31:06 2023	1701347466	1	11	12	11
Thu Nov 30 15:31:06 2023	1701347466	2	10	12	9
Thu Nov 30 15:31:06 2023	1701347466	2	9	12	9
Thu Nov 30 15:31:06 2023	1701347466	1	10	12	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	12	9
Thu Nov 30 15:31:06 2023	1701347466	1	11	12	10
Thu Nov 30 15:31:06 2023	1701347466	0	12	12	11
Thu Nov 30 15:31:06 2023	1701347466	0	12	12	11
Thu Nov 30 15:31:06 2023	1701347466	1	10	12	10
Thu Nov 30 15:31:06 2023	1701347466	1	10	12	10
Thu Nov 30 15:31:06 2023	1701347466	1	11	12	11
Thu Nov 30 15:31:06 2023	1701347466	1	10	12	9
Thu Nov 30 15:31:06 2023	1701347466	0	12	12	11
Thu Nov 30 15:31:06 2023	1701347466	0	12	12	12
Thu Nov 30 15:31:06 2023	1701347466	1	10	12	10
Thu Nov 30 15:31:06 2023	1701347466	0	12	12	12
Thu Nov 30 15:31:06 2023	1701347466	1	11	12	9
Thu Nov 30 15:31:06 2023	1701347466	1	11	12	11
Thu Nov 30 15:31:06 2023	1701347466	1	11	12	11
Thu Nov 30 15:31:06 2023	1701347466	2	9	12	9
Thu Nov 30 15:31:06 2023	1701347466	1	11	12	11
Thu Nov 30 15:31:06 2023	1701347466	1	11	12	11
Thu Nov 30 15:31:06 2023	1701347466	1	11	12	10
