starttime	seconds	ctime	dtime	ttime	wait
Thu Nov 30 15:29:17 2023	1701347357	2	11	13	11
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	10
Thu Nov 30 15:29:17 2023	1701347357	1	13	13	13
Thu Nov 30 15:29:17 2023	1701347357	2	11	14	11
Thu Nov 30 15:29:16 2023	1701347356	0	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	1	13	14	13
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	12
Thu Nov 30 15:29:17 2023	1701347357	0	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	1	13	14	12
Thu Nov 30 15:29:17 2023	1701347357	0	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	0	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	2	11	14	11
Thu Nov 30 15:29:17 2023	1701347357	2	11	14	11
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	11
Thu Nov 30 15:29:17 2023	1701347357	1	13	14	12
Thu Nov 30 15:29:17 2023	1701347357	3	11	14	10
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	11
Thu Nov 30 15:29:17 2023	1701347357	0	13	14	13
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	11
Thu Nov 30 15:29:16 2023	1701347356	0	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	2	12	14	12
Thu Nov 30 15:29:17 2023	1701347357	2	11	14	10
Thu Nov 30 15:29:16 2023	1701347356	2	12	14	11
Thu Nov 30 15:29:17 2023	1701347357	2	11	14	10
Thu Nov 30 15:29:17 2023	1701347357	0	14	14	14
Thu Nov 30 15:29:17 2023	1701347357	2	11	14	11
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	11
Thu Nov 30 15:29:17 2023	1701347357	0	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	3	11	14	11
Thu Nov 30 15:29:17 2023	1701347357	0	13	14	13
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	11
Thu Nov 30 15:29:17 2023	1701347357	2	12	14	10
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	12
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	2	11	14	11
Thu Nov 30 15:29:17 2023	1701347357	0	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	2	11	14	11
Thu Nov 30 15:29:17 2023	1701347357	0	14	14	13
Thu Nov 30 15:29:17 2023	1701347357	0	14	14	13
Thu Nov 30 15:29:16 2023	1701347356	0	14	14	14
Thu Nov 30 15:29:17 2023	1701347357	1	13	14	11
Thu Nov 30 15:29:17 2023	1701347357	0	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	2	12	14	12
Thu Nov 30 15:29:16 2023	1701347356	1	12	14	11
Thu Nov 30 15:29:17 2023	1701347357	2	12	14	10
Thu Nov 30 15:29:17 2023	1701347357	1	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	1	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	0	14	14	13
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	11
Thu Nov 30 15:29:16 2023	1701347356	0	14	14	14
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	2	12	14	10
Thu Nov 30 15:29:17 2023	1701347357	2	12	14	11
Thu Nov 30 15:29:17 2023	1701347357	3	11	14	11
Thu Nov 30 15:29:16 2023	1701347356	2	12	14	11
Thu Nov 30 15:29:17 2023	1701347357	0	14	14	13
Thu Nov 30 15:29:17 2023	1701347357	3	12	14	11
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	3	11	14	11
Thu Nov 30 15:29:16 2023	1701347356	0	14	14	14
Thu Nov 30 15:29:17 2023	1701347357	2	12	14	12
Thu Nov 30 15:29:17 2023	1701347357	3	11	14	11
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	11
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	13
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	11
Thu Nov 30 15:29:16 2023	1701347356	0	14	14	14
Thu Nov 30 15:29:16 2023	1701347356	0	14	14	14
Thu Nov 30 15:29:16 2023	1701347356	2	13	14	11
Thu Nov 30 15:29:17 2023	1701347357	1	14	14	13
Thu Nov 30 15:29:16 2023	1701347356	0	14	14	14
Thu Nov 30 15:29:16 2023	1701347356	0	14	14	14
Thu Nov 30 15:29:17 2023	1701347357	1	13	14	13
Thu Nov 30 15:29:17 2023	1701347357	2	12	14	11
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	11
Thu Nov 30 15:29:17 2023	1701347357	1	14	14	13
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	11
Thu Nov 30 15:29:16 2023	1701347356	0	14	14	14
Thu Nov 30 15:29:16 2023	1701347356	0	14	14	14
Thu Nov 30 15:29:17 2023	1701347357	0	14	14	14
Thu Nov 30 15:29:16 2023	1701347356	1	13	14	11
Thu Nov 30 15:29:17 2023	1701347357	3	12	14	12
Thu Nov 30 15:29:16 2023	1701347356	0	14	14	13
Thu Nov 30 15:29:16 2023	1701347356	2	13	14	11
Thu Nov 30 15:29:17 2023	1701347357	0	14	14	13
Thu Nov 30 15:29:16 2023	1701347356	2	12	14	12
Thu Nov 30 15:29:17 2023	1701347357	3	12	14	10
Thu Nov 30 15:29:17 2023	1701347357	1	14	14	13
Thu Nov 30 15:29:16 2023	1701347356	2	12	14	12
Thu Nov 30 15:29:16 2023	1701347356	2	12	14	12
Thu Nov 30 15:29:17 2023	1701347357	1	14	15	13
Thu Nov 30 15:29:16 2023	1701347356	2	12	15	12
Thu Nov 30 15:29:17 2023	1701347357	0	14	15	14
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	13
Thu Nov 30 15:29:16 2023	1701347356	0	14	15	14
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	13
Thu Nov 30 15:29:16 2023	1701347356	2	12	15	12
Thu Nov 30 15:29:17 2023	1701347357	3	12	15	11
Thu Nov 30 15:29:16 2023	1701347356	2	12	15	12
Thu Nov 30 15:29:17 2023	1701347357	3	12	15	11
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	14
Thu Nov 30 15:29:16 2023	1701347356	1	13	15	11
Thu Nov 30 15:29:17 2023	1701347357	3	12	15	10
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	15
Thu Nov 30 15:29:16 2023	1701347356	2	12	15	12
Thu Nov 30 15:29:16 2023	1701347356	1	13	15	11
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	13
Thu Nov 30 15:29:16 2023	1701347356	2	12	15	12
Thu Nov 30 15:29:17 2023	1701347357	3	12	15	10
Thu Nov 30 15:29:16 2023	1701347356	2	12	15	12
Thu Nov 30 15:29:16 2023	1701347356	2	12	15	12
Thu Nov 30 15:29:17 2023	1701347357	1	14	15	14
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	13
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	14
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	12
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	14
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	13
Thu Nov 30 15:29:17 2023	1701347357	0	14	15	14
Thu Nov 30 15:29:16 2023	1701347356	2	12	15	12
Thu Nov 30 15:29:16 2023	1701347356	2	12	15	12
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	12
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	13
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	13
Thu Nov 30 15:29:17 2023	1701347357	0	14	15	14
Thu Nov 30 15:29:17 2023	1701347357	1	14	15	14
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	12
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:17 2023	1701347357	3	12	15	11
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	12
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	13
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	14
Thu Nov 30 15:29:17 2023	1701347357	1	14	15	14
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	11
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:17 2023	1701347357	3	12	15	11
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	13
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:17 2023	1701347357	3	12	15	11
Thu Nov 30 15:29:17 2023	1701347357	1	14	15	13
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	13
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	14
Thu Nov 30 15:29:17 2023	1701347357	1	14	15	14
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	14
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	14
Thu Nov 30 15:29:17 2023	1701347357	1	14	15	13
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	13
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	11
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	14
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	15
Thu Nov 30 15:29:17 2023	1701347357	3	12	15	11
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	14
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	15
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	11
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	14
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	14
Thu Nov 30 15:29:16 2023	1701347356	2	14	15	14
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	13
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	13
Thu Nov 30 15:29:16 2023	1701347356	2	13	15	13
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	14
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	14
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	13
Thu Nov 30 15:29:17 2023	1701347357	1	15	15	14
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	13
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	13
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	14
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	13
Thu Nov 30 15:29:16 2023	1701347356	1	15	15	15
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	14
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	14
Thu Nov 30 15:29:16 2023	1701347356	0	15	15	15
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	15
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	15
Thu Nov 30 15:29:16 2023	1701347356	1	14	15	14
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	15	13
Thu Nov 30 15:29:16 2023	1701347356	1	15	15	14
Thu Nov 30 15:29:17 2023	1701347357	2	13	16	13
Thu Nov 30 15:29:16 2023	1701347356	1	15	16	15
Thu Nov 30 15:29:16 2023	1701347356	2	13	16	13
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	13
Thu Nov 30 15:29:17 2023	1701347357	1	14	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	15
Thu Nov 30 15:29:16 2023	1701347356	1	15	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	16	13
Thu Nov 30 15:29:16 2023	1701347356	1	14	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	16	14
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	15
Thu Nov 30 15:29:17 2023	1701347357	0	15	16	15
Thu Nov 30 15:29:17 2023	1701347357	0	15	16	14
Thu Nov 30 15:29:16 2023	1701347356	0	15	16	15
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	16	15
Thu Nov 30 15:29:17 2023	1701347357	1	15	16	15
Thu Nov 30 15:29:16 2023	1701347356	1	14	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	14
Thu Nov 30 15:29:16 2023	1701347356	2	13	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	16	15
Thu Nov 30 15:29:17 2023	1701347357	2	13	16	13
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	16	14
Thu Nov 30 15:29:16 2023	1701347356	2	13	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	13
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	11
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	13
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	15	16	13
Thu Nov 30 15:29:16 2023	1701347356	0	15	16	15
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	16
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	16
Thu Nov 30 15:29:16 2023	1701347356	1	15	16	14
Thu Nov 30 15:29:16 2023	1701347356	1	14	16	13
Thu Nov 30 15:29:16 2023	1701347356	1	14	16	13
Thu Nov 30 15:29:16 2023	1701347356	0	15	16	15
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	14
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	16
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	13
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	13
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	16
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	15
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	13
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	16
Thu Nov 30 15:29:16 2023	1701347356	3	13	16	6
Thu Nov 30 15:29:17 2023	1701347357	1	15	16	15
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	16
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	16
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	11
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	16
Thu Nov 30 15:29:16 2023	1701347356	1	15	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	13
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	14
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	13
Thu Nov 30 15:29:17 2023	1701347357	1	15	16	15
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	14
Thu Nov 30 15:29:17 2023	1701347357	1	15	16	15
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	14
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	16
Thu Nov 30 15:29:17 2023	1701347357	1	15	16	14
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	14
Thu Nov 30 15:29:16 2023	1701347356	2	15	16	14
Thu Nov 30 15:29:17 2023	1701347357	1	15	16	15
Thu Nov 30 15:29:17 2023	1701347357	3	13	16	10
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	15
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	14
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	16
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	13
Thu Nov 30 15:29:16 2023	1701347356	1	15	16	15
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	14
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	16
Thu Nov 30 15:29:17 2023	1701347357	1	15	16	15
Thu Nov 30 15:29:17 2023	1701347357	1	15	16	15
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	16
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	13
Thu Nov 30 15:29:17 2023	1701347357	1	15	16	15
Thu Nov 30 15:29:17 2023	1701347357	3	13	16	12
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	14
Thu Nov 30 15:29:17 2023	1701347357	1	16	16	14
Thu Nov 30 15:29:16 2023	1701347356	1	15	16	15
Thu Nov 30 15:29:16 2023	1701347356	2	15	16	14
Thu Nov 30 15:29:17 2023	1701347357	1	15	16	15
Thu Nov 30 15:29:16 2023	1701347356	2	14	16	13
Thu Nov 30 15:29:17 2023	1701347357	0	16	16	12
Thu Nov 30 15:29:17 2023	1701347357	2	15	16	13
Thu Nov 30 15:29:17 2023	1701347357	3	13	16	12
Thu Nov 30 15:29:17 2023	1701347357	1	15	16	15
Thu Nov 30 15:29:17 2023	1701347357	3	13	16	12
Thu Nov 30 15:29:17 2023	1701347357	3	14	16	11
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	14
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	16
Thu Nov 30 15:29:16 2023	1701347356	0	16	16	15
Thu Nov 30 15:29:16 2023	1701347356	1	16	16	15
Thu Nov 30 15:29:17 2023	1701347357	1	16	16	16
Thu Nov 30 15:29:16 2023	1701347356	2	15	16	14
Thu Nov 30 15:29:17 2023	1701347357	1	16	16	16
Thu Nov 30 15:29:17 2023	1701347357	0	16	17	16
Thu Nov 30 15:29:16 2023	1701347356	0	17	17	17
Thu Nov 30 15:29:16 2023	1701347356	2	14	17	14
Thu Nov 30 15:29:17 2023	1701347357	2	14	17	14
Thu Nov 30 15:29:16 2023	1701347356	2	15	17	14
Thu Nov 30 15:29:17 2023	1701347357	0	16	17	16
Thu Nov 30 15:29:17 2023	1701347357	3	14	17	11
Thu Nov 30 15:29:17 2023	1701347357	1	16	17	16
Thu Nov 30 15:29:16 2023	1701347356	1	15	17	15
Thu Nov 30 15:29:16 2023	1701347356	0	16	17	15
Thu Nov 30 15:29:17 2023	1701347357	2	14	17	14
Thu Nov 30 15:29:16 2023	1701347356	1	16	17	15
Thu Nov 30 15:29:16 2023	1701347356	1	16	17	15
Thu Nov 30 15:29:16 2023	1701347356	1	15	17	15
Thu Nov 30 15:29:17 2023	1701347357	0	16	17	14
Thu Nov 30 15:29:16 2023	1701347356	2	14	17	14
Thu Nov 30 15:29:16 2023	1701347356	2	15	17	14
Thu Nov 30 15:29:17 2023	1701347357	1	16	17	14
Thu Nov 30 15:29:17 2023	1701347357	2	14	17	14
Thu Nov 30 15:29:17 2023	1701347357	0	17	17	16
Thu Nov 30 15:29:17 2023	1701347357	0	16	17	16
Thu Nov 30 15:29:17 2023	1701347357	0	17	17	16
Thu Nov 30 15:29:17 2023	1701347357	0	17	17	17
Thu Nov 30 15:29:17 2023	1701347357	0	17	17	16
Thu Nov 30 15:29:17 2023	1701347357	2	15	17	14
Thu Nov 30 15:29:17 2023	1701347357	1	16	17	14
Thu Nov 30 15:29:16 2023	1701347356	1	16	17	15
Thu Nov 30 15:29:17 2023	1701347357	1	16	17	16
Thu Nov 30 15:29:17 2023	1701347357	1	16	17	16
Thu Nov 30 15:29:16 2023	1701347356	0	17	17	17
Thu Nov 30 15:29:16 2023	1701347356	1	16	17	15
Thu Nov 30 15:29:17 2023	1701347357	1	16	17	16
Thu Nov 30 15:29:17 2023	1701347357	1	16	17	16
Thu Nov 30 15:29:16 2023	1701347356	0	17	17	17
Thu Nov 30 15:29:16 2023	1701347356	1	16	17	15
Thu Nov 30 15:29:17 2023	1701347357	0	17	17	17
Thu Nov 30 15:29:16 2023	1701347356	1	16	17	15
Thu Nov 30 15:29:16 2023	1701347356	2	15	17	15
Thu Nov 30 15:29:17 2023	1701347357	1	16	17	16
Thu Nov 30 15:29:16 2023	1701347356	2	15	17	15
Thu Nov 30 15:29:17 2023	1701347357	1	16	17	16
Thu Nov 30 15:29:16 2023	1701347356	2	15	17	15
Thu Nov 30 15:29:16 2023	1701347356	2	15	17	14
Thu Nov 30 15:29:16 2023	1701347356	2	15	17	15
Thu Nov 30 15:29:17 2023	1701347357	1	16	17	16
Thu Nov 30 15:29:16 2023	1701347356	0	17	17	16
Thu Nov 30 15:29:16 2023	1701347356	0	17	17	15
Thu Nov 30 15:29:17 2023	1701347357	2	16	17	15
Thu Nov 30 15:29:17 2023	1701347357	1	17	17	17
Thu Nov 30 15:29:16 2023	1701347356	0	17	18	17
Thu Nov 30 15:29:16 2023	1701347356	2	16	18	15
Thu Nov 30 15:29:17 2023	1701347357	1	16	18	16
Thu Nov 30 15:29:16 2023	1701347356	1	16	18	15
Thu Nov 30 15:29:16 2023	1701347356	1	17	18	15
Thu Nov 30 15:29:16 2023	1701347356	2	16	18	15
Thu Nov 30 15:29:17 2023	1701347357	1	17	18	16
Thu Nov 30 15:29:16 2023	1701347356	2	16	18	15
Thu Nov 30 15:29:16 2023	1701347356	1	16	18	15
Thu Nov 30 15:29:16 2023	1701347356	0	18	18	15
Thu Nov 30 15:29:16 2023	1701347356	0	18	18	15
Thu Nov 30 15:29:16 2023	1701347356	1	16	18	15
Thu Nov 30 15:29:17 2023	1701347357	0	18	18	16
Thu Nov 30 15:29:16 2023	1701347356	1	17	18	15
Thu Nov 30 15:29:16 2023	1701347356	2	16	18	15
Thu Nov 30 15:29:17 2023	1701347357	0	18	18	18
Thu Nov 30 15:29:16 2023	1701347356	1	17	18	15
Thu Nov 30 15:29:17 2023	1701347357	0	18	18	17
Thu Nov 30 15:29:17 2023	1701347357	0	18	18	17
Thu Nov 30 15:29:16 2023	1701347356	1	17	18	15
Thu Nov 30 15:29:16 2023	1701347356	1	17	18	15
Thu Nov 30 15:29:17 2023	1701347357	0	18	18	15
Thu Nov 30 15:29:17 2023	1701347357	2	16	18	16
Thu Nov 30 15:29:16 2023	1701347356	0	18	18	17
Thu Nov 30 15:29:16 2023	1701347356	2	17	18	15
Thu Nov 30 15:29:16 2023	1701347356	0	18	18	16
Thu Nov 30 15:29:17 2023	1701347357	1	17	18	17
Thu Nov 30 15:29:17 2023	1701347357	0	18	18	17
Thu Nov 30 15:29:16 2023	1701347356	1	17	18	15
Thu Nov 30 15:29:16 2023	1701347356	0	18	18	16
Thu Nov 30 15:29:16 2023	1701347356	1	17	18	15
Thu Nov 30 15:29:16 2023	1701347356	0	18	18	18
Thu Nov 30 15:29:17 2023	1701347357	1	18	18	17
Thu Nov 30 15:29:16 2023	1701347356	0	18	18	18
Thu Nov 30 15:29:16 2023	1701347356	1	17	18	15
Thu Nov 30 15:29:16 2023	1701347356	1	17	18	15
Thu Nov 30 15:29:16 2023	1701347356	1	17	18	15
Thu Nov 30 15:29:16 2023	1701347356	1	18	18	15
Thu Nov 30 15:29:16 2023	1701347356	1	18	18	15
Thu Nov 30 15:29:16 2023	1701347356	1	18	18	15
Thu Nov 30 15:29:17 2023	1701347357	1	17	18	16
Thu Nov 30 15:29:16 2023	1701347356	0	18	18	16
Thu Nov 30 15:29:17 2023	1701347357	0	18	18	18
Thu Nov 30 15:29:16 2023	1701347356	1	18	18	15
Thu Nov 30 15:29:17 2023	1701347357	1	18	18	18
Thu Nov 30 15:29:16 2023	1701347356	0	18	18	17
Thu Nov 30 15:29:16 2023	1701347356	0	18	18	17
Thu Nov 30 15:29:16 2023	1701347356	1	17	18	15
Thu Nov 30 15:29:16 2023	1701347356	1	17	19	15
Thu Nov 30 15:29:16 2023	1701347356	1	18	19	15
Thu Nov 30 15:29:17 2023	1701347357	0	19	19	17
Thu Nov 30 15:29:16 2023	1701347356	1	18	19	15
Thu Nov 30 15:29:16 2023	1701347356	2	17	19	15
Thu Nov 30 15:29:16 2023	1701347356	2	17	19	15
Thu Nov 30 15:29:16 2023	1701347356	2	17	19	15
Thu Nov 30 15:29:16 2023	1701347356	2	17	19	15
Thu Nov 30 15:29:17 2023	1701347357	1	18	19	18
Thu Nov 30 15:29:17 2023	1701347357	2	17	19	16
Thu Nov 30 15:29:17 2023	1701347357	2	17	19	16
Thu Nov 30 15:29:16 2023	1701347356	3	16	19	16
Thu Nov 30 15:29:16 2023	1701347356	0	19	19	19
Thu Nov 30 15:29:17 2023	1701347357	1	18	19	18
Thu Nov 30 15:29:17 2023	1701347357	2	17	19	16
Thu Nov 30 15:29:17 2023	1701347357	2	17	19	17
Thu Nov 30 15:29:16 2023	1701347356	3	17	19	15
Thu Nov 30 15:29:17 2023	1701347357	2	17	19	16
Thu Nov 30 15:29:16 2023	1701347356	2	17	19	16
Thu Nov 30 15:29:17 2023	1701347357	0	19	19	17
Thu Nov 30 15:29:17 2023	1701347357	2	17	19	17
Thu Nov 30 15:29:16 2023	1701347356	0	19	19	18
Thu Nov 30 15:29:16 2023	1701347356	1	18	19	15
Thu Nov 30 15:29:17 2023	1701347357	0	19	19	17
Thu Nov 30 15:29:17 2023	1701347357	1	18	19	17
Thu Nov 30 15:29:17 2023	1701347357	1	19	19	18
Thu Nov 30 15:29:17 2023	1701347357	2	18	19	17
Thu Nov 30 15:29:16 2023	1701347356	2	18	19	16
Thu Nov 30 15:29:16 2023	1701347356	0	19	19	19
Thu Nov 30 15:29:16 2023	1701347356	2	18	19	16
Thu Nov 30 15:29:16 2023	1701347356	2	17	19	16
Thu Nov 30 15:29:16 2023	1701347356	0	19	20	19
Thu Nov 30 15:29:17 2023	1701347357	1	19	20	19
Thu Nov 30 15:29:17 2023	1701347357	2	18	20	17
Thu Nov 30 15:29:17 2023	1701347357	2	18	20	17
Thu Nov 30 15:29:16 2023	1701347356	2	17	20	16
Thu Nov 30 15:29:17 2023	1701347357	1	19	20	18
Thu Nov 30 15:29:16 2023	1701347356	0	20	20	20
Thu Nov 30 15:29:17 2023	1701347357	1	19	20	18
Thu Nov 30 15:29:17 2023	1701347357	0	19	20	17
Thu Nov 30 15:29:16 2023	1701347356	2	18	20	16
Thu Nov 30 15:29:17 2023	1701347357	0	20	20	17
Thu Nov 30 15:29:17 2023	1701347357	2	18	20	16
Thu Nov 30 15:29:16 2023	1701347356	2	18	20	16
Thu Nov 30 15:29:17 2023	1701347357	1	19	20	19
Thu Nov 30 15:29:16 2023	1701347356	0	20	20	18
Thu Nov 30 15:29:16 2023	1701347356	0	20	20	20
Thu Nov 30 15:29:16 2023	1701347356	2	18	20	16
Thu Nov 30 15:29:17 2023	1701347357	1	19	20	19
Thu Nov 30 15:29:17 2023	1701347357	1	19	20	19
Thu Nov 30 15:29:16 2023	1701347356	2	18	20	16
Thu Nov 30 15:29:16 2023	1701347356	2	18	20	18
Thu Nov 30 15:29:16 2023	1701347356	2	18	20	16
Thu Nov 30 15:29:16 2023	1701347356	2	18	20	16
Thu Nov 30 15:29:17 2023	1701347357	1	19	20	19
Thu Nov 30 15:29:16 2023	1701347356	2	18	20	16
Thu Nov 30 15:29:16 2023	1701347356	2	18	20	16
Thu Nov 30 15:29:16 2023	1701347356	3	18	20	16
Thu Nov 30 15:29:16 2023	1701347356	0	20	20	19
Thu Nov 30 15:29:16 2023	1701347356	2	18	20	16
Thu Nov 30 15:29:16 2023	1701347356	3	18	20	16
Thu Nov 30 15:29:16 2023	1701347356	0	20	20	19
Thu Nov 30 15:29:16 2023	1701347356	3	18	20	16
