starttime	seconds	ctime	dtime	ttime	wait
Thu Nov 30 15:29:17 2023	1701347357	1	8	9	7
Thu Nov 30 15:29:17 2023	1701347357	0	9	9	9
Thu Nov 30 15:29:17 2023	1701347357	1	8	9	7
Thu Nov 30 15:29:17 2023	1701347357	3	7	9	7
Thu Nov 30 15:29:17 2023	1701347357	1	8	9	8
Thu Nov 30 15:29:17 2023	1701347357	0	9	9	7
Thu Nov 30 15:29:17 2023	1701347357	1	8	9	7
Thu Nov 30 15:29:17 2023	1701347357	0	9	9	9
Thu Nov 30 15:29:17 2023	1701347357	1	8	9	8
Thu Nov 30 15:29:17 2023	1701347357	2	7	9	7
Thu Nov 30 15:29:17 2023	1701347357	0	9	9	9
Thu Nov 30 15:29:17 2023	1701347357	1	8	9	8
Thu Nov 30 15:29:17 2023	1701347357	0	9	9	9
Thu Nov 30 15:29:17 2023	1701347357	1	8	9	8
Thu Nov 30 15:29:17 2023	1701347357	2	7	9	7
Thu Nov 30 15:29:16 2023	1701347356	3	7	9	6
Thu Nov 30 15:29:16 2023	1701347356	0	9	9	9
Thu Nov 30 15:29:17 2023	1701347357	0	9	9	7
Thu Nov 30 15:29:17 2023	1701347357	0	9	9	7
Thu Nov 30 15:29:16 2023	1701347356	0	9	9	8
Thu Nov 30 15:29:17 2023	1701347357	1	8	9	8
Thu Nov 30 15:29:17 2023	1701347357	0	9	9	9
Thu Nov 30 15:29:16 2023	1701347356	3	7	9	7
Thu Nov 30 15:29:16 2023	1701347356	0	9	9	9
Thu Nov 30 15:29:16 2023	1701347356	3	7	10	7
Thu Nov 30 15:29:17 2023	1701347357	2	7	10	7
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	9
Thu Nov 30 15:29:16 2023	1701347356	0	9	10	8
Thu Nov 30 15:29:17 2023	1701347357	0	9	10	9
Thu Nov 30 15:29:17 2023	1701347357	1	8	10	8
Thu Nov 30 15:29:17 2023	1701347357	1	9	10	9
Thu Nov 30 15:29:17 2023	1701347357	0	10	10	9
Thu Nov 30 15:29:16 2023	1701347356	0	9	10	9
Thu Nov 30 15:29:16 2023	1701347356	0	9	10	9
Thu Nov 30 15:29:17 2023	1701347357	0	9	10	9
Thu Nov 30 15:29:17 2023	1701347357	1	9	10	9
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	9
Thu Nov 30 15:29:16 2023	1701347356	1	9	10	9
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	10
Thu Nov 30 15:29:17 2023	1701347357	1	9	10	9
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	10
Thu Nov 30 15:29:17 2023	1701347357	1	10	10	9
Thu Nov 30 15:29:17 2023	1701347357	1	10	10	9
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	9
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	10
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	10
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	10
Thu Nov 30 15:29:16 2023	1701347356	1	9	10	9
Thu Nov 30 15:29:17 2023	1701347357	0	10	10	10
Thu Nov 30 15:29:17 2023	1701347357	0	10	10	10
Thu Nov 30 15:29:17 2023	1701347357	0	10	10	10
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	10
Thu Nov 30 15:29:17 2023	1701347357	0	10	10	10
Thu Nov 30 15:29:17 2023	1701347357	1	10	10	9
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	10
Thu Nov 30 15:29:16 2023	1701347356	1	9	10	9
Thu Nov 30 15:29:16 2023	1701347356	3	8	10	8
Thu Nov 30 15:29:16 2023	1701347356	1	9	10	9
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	10
Thu Nov 30 15:29:16 2023	1701347356	1	10	10	9
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	10
Thu Nov 30 15:29:16 2023	1701347356	0	10	10	10
Thu Nov 30 15:29:16 2023	1701347356	1	10	10	9
Thu Nov 30 15:29:17 2023	1701347357	1	10	11	10
Thu Nov 30 15:29:16 2023	1701347356	0	10	11	10
Thu Nov 30 15:29:16 2023	1701347356	1	9	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	9	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:17 2023	1701347357	0	10	11	10
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	9	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:17 2023	1701347357	3	8	11	8
Thu Nov 30 15:29:17 2023	1701347357	3	8	11	8
Thu Nov 30 15:29:16 2023	1701347356	0	11	11	10
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:17 2023	1701347357	3	8	11	8
Thu Nov 30 15:29:17 2023	1701347357	3	8	11	8
Thu Nov 30 15:29:17 2023	1701347357	0	11	11	11
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	3	8	11	8
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	3	8	11	8
Thu Nov 30 15:29:16 2023	1701347356	0	11	11	11
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:17 2023	1701347357	0	10	11	10
Thu Nov 30 15:29:16 2023	1701347356	3	8	11	8
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:17 2023	1701347357	0	11	11	11
Thu Nov 30 15:29:16 2023	1701347356	3	8	11	8
Thu Nov 30 15:29:16 2023	1701347356	3	9	11	8
Thu Nov 30 15:29:16 2023	1701347356	3	8	11	8
Thu Nov 30 15:29:16 2023	1701347356	0	11	11	11
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	0	11	11	11
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:17 2023	1701347357	0	11	11	11
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:17 2023	1701347357	1	10	11	10
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:17 2023	1701347357	0	11	11	10
Thu Nov 30 15:29:17 2023	1701347357	0	11	11	11
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:17 2023	1701347357	0	11	11	11
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:17 2023	1701347357	0	11	11	11
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:17 2023	1701347357	1	10	11	10
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	0	11	11	10
Thu Nov 30 15:29:16 2023	1701347356	1	10	11	9
Thu Nov 30 15:29:16 2023	1701347356	0	11	11	10
Thu Nov 30 15:29:16 2023	1701347356	0	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	1	10	12	9
Thu Nov 30 15:29:17 2023	1701347357	1	10	12	10
Thu Nov 30 15:29:17 2023	1701347357	0	12	12	11
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	11
Thu Nov 30 15:29:17 2023	1701347357	1	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	0	11	12	10
Thu Nov 30 15:29:17 2023	1701347357	0	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	2	10	12	9
Thu Nov 30 15:29:17 2023	1701347357	2	9	12	9
Thu Nov 30 15:29:16 2023	1701347356	0	11	12	10
Thu Nov 30 15:29:16 2023	1701347356	1	10	12	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	12	9
Thu Nov 30 15:29:17 2023	1701347357	1	11	12	11
Thu Nov 30 15:29:17 2023	1701347357	1	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	1	10	12	9
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	11
Thu Nov 30 15:29:17 2023	1701347357	1	10	12	10
Thu Nov 30 15:29:16 2023	1701347356	0	11	12	10
Thu Nov 30 15:29:17 2023	1701347357	2	9	12	9
Thu Nov 30 15:29:17 2023	1701347357	2	10	12	9
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	2	10	12	9
Thu Nov 30 15:29:16 2023	1701347356	2	10	12	9
Thu Nov 30 15:29:17 2023	1701347357	2	10	12	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	12	9
Thu Nov 30 15:29:16 2023	1701347356	0	11	12	10
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	9
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	10
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	1	10	12	9
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	10
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	10
Thu Nov 30 15:29:17 2023	1701347357	2	10	12	9
Thu Nov 30 15:29:16 2023	1701347356	1	10	12	9
Thu Nov 30 15:29:17 2023	1701347357	0	12	12	12
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	10
Thu Nov 30 15:29:17 2023	1701347357	2	10	12	10
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	10
Thu Nov 30 15:29:17 2023	1701347357	1	11	12	10
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	12
Thu Nov 30 15:29:17 2023	1701347357	3	9	12	9
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	9
Thu Nov 30 15:29:17 2023	1701347357	2	10	12	9
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	9
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	9
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	10
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	11
Thu Nov 30 15:29:17 2023	1701347357	1	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	12
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	12
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	12
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	12
Thu Nov 30 15:29:17 2023	1701347357	0	12	12	12
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	12
Thu Nov 30 15:29:17 2023	1701347357	1	11	12	10
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	11
Thu Nov 30 15:29:17 2023	1701347357	1	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	7
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	9
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	12
Thu Nov 30 15:29:17 2023	1701347357	2	10	12	10
Thu Nov 30 15:29:17 2023	1701347357	1	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	12
Thu Nov 30 15:29:17 2023	1701347357	2	10	12	10
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	9
Thu Nov 30 15:29:16 2023	1701347356	2	11	12	10
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	9
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	12
Thu Nov 30 15:29:16 2023	1701347356	2	10	12	10
Thu Nov 30 15:29:17 2023	1701347357	1	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	12
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	9
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	9
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	12
Thu Nov 30 15:29:16 2023	1701347356	0	12	12	10
Thu Nov 30 15:29:16 2023	1701347356	2	11	12	10
Thu Nov 30 15:29:17 2023	1701347357	1	11	12	11
Thu Nov 30 15:29:17 2023	1701347357	1	12	12	11
Thu Nov 30 15:29:17 2023	1701347357	1	11	12	11
Thu Nov 30 15:29:16 2023	1701347356	1	11	12	9
Thu Nov 30 15:29:16 2023	1701347356	0	12	13	12
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	9
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	7
Thu Nov 30 15:29:16 2023	1701347356	1	11	13	11
Thu Nov 30 15:29:16 2023	1701347356	1	11	13	10
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:16 2023	1701347356	0	12	13	10
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:16 2023	1701347356	1	11	13	11
Thu Nov 30 15:29:16 2023	1701347356	0	12	13	12
Thu Nov 30 15:29:16 2023	1701347356	0	12	13	12
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:16 2023	1701347356	0	12	13	12
Thu Nov 30 15:29:17 2023	1701347357	0	12	13	12
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	7
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	7
Thu Nov 30 15:29:17 2023	1701347357	1	12	13	11
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	12
Thu Nov 30 15:29:16 2023	1701347356	2	10	13	10
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:16 2023	1701347356	0	13	13	12
Thu Nov 30 15:29:16 2023	1701347356	0	12	13	12
Thu Nov 30 15:29:16 2023	1701347356	0	12	13	12
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	9
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	11
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	7
Thu Nov 30 15:29:16 2023	1701347356	1	11	13	9
Thu Nov 30 15:29:17 2023	1701347357	0	13	13	12
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:16 2023	1701347356	0	13	13	12
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	9
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	9
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	7
Thu Nov 30 15:29:16 2023	1701347356	0	13	13	12
Thu Nov 30 15:29:16 2023	1701347356	2	11	13	10
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	9
Thu Nov 30 15:29:16 2023	1701347356	2	11	13	10
Thu Nov 30 15:29:17 2023	1701347357	2	10	13	10
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	12
Thu Nov 30 15:29:17 2023	1701347357	1	12	13	12
Thu Nov 30 15:29:17 2023	1701347357	2	11	13	10
Thu Nov 30 15:29:16 2023	1701347356	0	12	13	11
Thu Nov 30 15:29:17 2023	1701347357	2	11	13	10
Thu Nov 30 15:29:17 2023	1701347357	0	13	13	13
Thu Nov 30 15:29:17 2023	1701347357	2	11	13	11
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	9
Thu Nov 30 15:29:16 2023	1701347356	2	11	13	10
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	12
Thu Nov 30 15:29:17 2023	1701347357	2	11	13	11
Thu Nov 30 15:29:17 2023	1701347357	2	11	13	10
Thu Nov 30 15:29:17 2023	1701347357	1	12	13	12
Thu Nov 30 15:29:17 2023	1701347357	2	11	13	10
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	12
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	9
Thu Nov 30 15:29:16 2023	1701347356	2	11	13	6
Thu Nov 30 15:29:17 2023	1701347357	3	11	13	10
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	12
Thu Nov 30 15:29:17 2023	1701347357	2	11	13	10
Thu Nov 30 15:29:17 2023	1701347357	2	12	13	11
Thu Nov 30 15:29:16 2023	1701347356	2	12	13	10
Thu Nov 30 15:29:17 2023	1701347357	0	13	13	13
Thu Nov 30 15:29:17 2023	1701347357	0	13	13	13
Thu Nov 30 15:29:17 2023	1701347357	2	12	13	12
Thu Nov 30 15:29:17 2023	1701347357	2	12	13	11
Thu Nov 30 15:29:17 2023	1701347357	3	11	13	11
Thu Nov 30 15:29:17 2023	1701347357	1	13	13	13
Thu Nov 30 15:29:17 2023	1701347357	3	11	13	8
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	10
Thu Nov 30 15:29:17 2023	1701347357	1	12	13	12
Thu Nov 30 15:29:17 2023	1701347357	0	13	13	13
Thu Nov 30 15:29:17 2023	1701347357	2	11	13	10
Thu Nov 30 15:29:17 2023	1701347357	2	11	13	10
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	9
Thu Nov 30 15:29:17 2023	1701347357	2	12	13	12
Thu Nov 30 15:29:16 2023	1701347356	1	13	13	12
Thu Nov 30 15:29:17 2023	1701347357	2	11	13	10
Thu Nov 30 15:29:16 2023	1701347356	1	12	13	9
Thu Nov 30 15:29:16 2023	1701347356	1	13	13	12
